Index Number,Cycle Number,Experiment Number,MS Level,Total Ion Current,Scan Start Time (min),Selected Ion m/z
488,167,2,2,32295.8938204168,5.93595,142.122288151318
489,167,3,2,38571.3531059088,5.953,170.153413933869
490,168,1,1,434313.6442672,5.955016666667,
491,168,2,2,27335.9252376728,5.972466666667,128.106496683262
492,168,3,2,23071.0901573566,5.989516666667,267.185723745238
493,169,1,1,445861.4014058,5.991533333333,
494,169,2,2,15588.8824782133,6.009,288.252864232184
495,169,3,2,22296.7541085981,6.026033333333,299.209968723305
496,170,1,1,450430.7023172,6.02805,
497,170,2,2,30959.0747516591,6.045516666667,142.122563103401
498,170,3,2,44134.1080031981,6.062566666667,298.202772325809
499,171,1,1,430768.2905969,6.064583333333,
500,171,2,2,29207.1010673961,6.082033333333,128.106739427015
501,171,3,2,40019.3141319985,6.099083333333,170.153749139329
502,172,1,1,435319.4527783,6.1011,
503,172,2,2,16101.5661660713,6.11855,273.205611107113
504,172,3,2,19466.6054806329,6.135583333333,285.289722628151
505,173,1,1,446590.5655765,6.1376,
